pais,categoria,empresa,marcas,lineas_negocio,direccion,ciudad,provincia,telefono,web
Ecuador,Concesionario,GM ISUZU CAMIONES ANDINOS DEL ECUADOR GMICA ECUADOR CIA LTDA,Chevrolet; Isuzu,"Buses, camiones, repuestos y talleres marca Chevrolet",Galo Plaza Lasso OE1-34 y Enrique Guerrero Portilla,Quito,Pichincha,2977700,
Ecuador,Concesionario,IOMOTORS S.A.,Great Wall; Hyundai; Mazda; Volkswagen,"Comercializa automoviles Hyundai, Great Wall, Volkswagen, Mazda",Av. 8 de Diceimbre y A. Isidro Ayora,Loja,Loja,72731143,
Ecuador,Concesionario,IMBAUTO S.A,Chevrolet,"Venta de Vehículos, Repuestos , Servicios de Talleres y Colisiones marca Chevrolet",Av. Mariano Acosta # 22-08 y Víctor Gomezjurado,Ibarra,Imbabura,06-2998300,www.imbauto.com.ec
Ecuador,Concesionario,LATINOAMERICANA DE VEHÍCULOS C.A. “LAVCA”,,Concesionario General Motors,Av. 10 de Agosto 5505 y Villalengua - Quito,Quito,Pichincha,3947720,www.lavca.com.ec
Ecuador,Concesionario,MAQUINARIAS Y VEHÍCULOS S.A. MAVESA,Citroen; Hino,COMERCIALIZACION DE CAMIONES HINO Y VEHICULOS CITROËN,MATRIZ: Av. Juan Tanca Marengo Km. 3 1/2 - Guayaquil,Guayaquil,Guayas,04 3711111,www.grupomavesa.com.ec
Ecuador,Concesionario,MAQUINAS Y CAMIONES S.A. MACASA,Volvo,"Importación y Comercialización Camiones, repuestos y talleres Mack y Volvo",MATRIZ: Avda. Juan Tanca Marengo Km. 4 1/2 - Guayaquil,Guayaquil,Guayas,04 5000297 / 043731777 Ext. 1320,www.macasa.com.ec
Ecuador,Concesionario,MAXDRIVE S.A.,,"VENTA DE VEHICULOS PESADOS FREIGHLINER, WESTERN STAR, BUSES THOMAS, MOTORES DETROIT Y SERVICIOS DE POSTVENTA",Av.Galo Plaza Lasso E1-25 y Los Aceitunos,Quito,Pichincha,(02)2805715 / 1800maxdri,www.maxdrive.com.ec
Ecuador,Concesionario,METROCAR S.A.,Chevrolet,"Concesionario automotriz, vehículos nuevos, usados, repuestos, taller marca Chevrolet",MATRIZ: Av. 10 de Agosto N 31-162 y Mariana de Jesús - Quito,Quito,Pichincha,2985-555 2985-540 2985-503,www.metrocar-ecuador.com
Ecuador,Concesionario,MOTRANSA C.LA.,Mitsubishi,"Vehiculos, Repuestos y Talleres de las marcas Mitsubishi Motors, FUSO, International.",Juan De Azcaray E3-33 Y Av Diez De Agosto,Quito,Pichincha,2940850 / 2940800,www.motransa.com
Ecuador,Concesionario,NEOHYUNDAI S.A.,Hyundai,"IMPORTACIÒN DE VEHIUCOLOS Y REPUESTOS HYUNDAI, TALLER AUTORIZADO",Avenida Galo Plaza Lasso Y 6 de Diciembre,,,6030740 / 3974900,
Ecuador,Concesionario,PROAUTO C.A.,Chevrolet,"Comercialización Vehículos livianos, vehículos pesados, repuestos, talleres, chapa y pintura marca Chevrolet",MATRIZ: AV ELOY ALFARO N43-02 Y GRANADOS ESQUINA - Quito,Quito,Pichincha,3815 370,www.proauto.com.ec
Ecuador,Concesionario,QUITO MOTORS SACI,,"Importa y Comercializa vehiculos camionetaas, todoterrero, Motocicletas ROYAL ENFIELD, repuestos , accesorios, Lubricantes y talleres de servicio.",Av. 10 de Agosto N 25-108 y Colón,Quito,Pichincha,3 96 98 00 / 2454077,
Ecuador,Concesionario,RECORDMOTOR S.A.,Honda; Volkswagen,"Importador Vehículos, repuestos y servicios Honda - Comercializador marca Volkswagen","Av. El Inca E2-14, entre Amazonas y 10 de Agosto",Quito,Pichincha,2414506/ 22414509/ 22485189,www.recordmotor.ec
Ecuador,Concesionario,TEOJAMA COMERCIAL S.A.,Daihatsu; Hino,Distribuidor de Vehículos y repuestos marca Hino y Daihatsu,MATRIZ: Av. Galo Plaza Lasso N47-137 y Psje. Los Cactus,Quito,Pichincha,2400500,www.teojama.com
Ecuador,Concesionario,VALLEJO ARAUJO S.A.,Chevrolet,COMERCIALIZACION DE VEHICULOS Y REPUESTOS CHEVROLET.,MATRIZ: AV OCCIDENTAL Y FLORIDA,Quito,Pichincha,1800827282 Ext. 6853,www.vallejoaraujo.com
Ecuador,Concesionario,VEHICENTRO Vehículos y Camiones Centro Sierra S.A.,Jac; Sinotruk,"Importador y comercializa automoviles y vehiculos comerciales marcas JAC, Sinotruk y repuestos y accesorios",AV. INDOAMERICA KM.3 1/2,Ambato,Tungurahua,32854185 032450907,
Ecuador,Repuestos,3M ECUADOR C.A,,"REPUESTOS Y ACCESORIOS, TALLER DE SERVICIOS Y COMPLEMENTOS PARA TALLERES DE COLISIÓN.","KM. 1,5 Via Duran Tambo (Durán)",Guayaquil,Guayas,04-3721800,www.3mcollision.com
Ecuador,Repuestos,AUDIOAUTO S.A. TRACKLINK,,SISTEMAS SATELITALES DE SEGURIDAD Y CONTROL VEHICULAR,Matriz: Gaspar de Villaroel E9-39 y Shyris,Quito,Pichincha,02 2976200 046017300,www.tracklink.ec
Ecuador,Repuestos,AUTOPARTES ANDINAS S.A.E.M.A. AUTODINSA,,"Fabrica de Repuestos y Accesorios ( XTRAGUARD, VORT, WEB, MAX)","Sangolqui, Via Amaguaña km 2 1/2 junto a 911 de Rumiñahui",Quito,Pichincha,3808807,
Ecuador,Repuestos,AVIAUTO REPRESENTACIONES INTERNACIONALES S.A.,,"EQUIPOS, HERRAMIENTAS, PINTURA AUTOMOTRIZ",MATRIZ: PANAMERICANA NORTE N67-103 Y DE LOS CIRUELOS,Quito,Pichincha,02-3465-300,www.aviauto.net
Ecuador,Repuestos,CARRO SEGURO CARSEG S.A. HUNTER,,ACTIVIDADES DE VIGILANCIA MEDIANTE DISPOSITIVOS DE PROTECCION MECANICOS O ELÉCTRICOS,"MATRIZ: Cdla.Vernaza Norte Mz 21 Solar 2,6,7,8",Guayaquil,Guayas,04 6011450 04 2924050,www.hunter.com.ec
Ecuador,Repuestos,COLUMBEC DEL ECUADOR S.A.,,EQUIPAMIENTO PARA PLANTAS Y TALLERES AUTOMOTRICES,Av. El Inca 2764 y 10 de Agosto - Quito,Quito,Pichincha,2442917 / 2447105 / 2435774 / 2447211 / 2447244,www.columbec.com
Ecuador,Repuestos,Comercio Auto Parte CODEPARTES S.A.,,Comercializadora de Repuestos y Lubricantes Valvoline,Av. Occidental N70-297 y calle Peripa,Quito,Pichincha,2498651 / 2498652 / 2498655,www.codepartes.com.ec
Ecuador,Repuestos,"CORPORACIÓN MARESA (Manufacturas, Armadurías y Repuestos Ecuatorianos S.A.)",Mazda,Ensamblaje de vehículos marca Mazda.,"Oficinas corporativas: Av. Granados E11-67 y Las Hiedras, Edificio Corporación Maresa",Quito,Pichincha,3999500 (oficinas corporativas),www.corpmaresa.com.ec
Ecuador,Repuestos,DACAR CIA. LTDA,,FABRICACION DE BATERIAS PARA AUTOMOTORES,"Km. 15,5 Via Daule Calles Cobre y Rosavin",Guayaquil,Guayas,04-3803750,www.bateriasdacar.com
Ecuador,Repuestos,FRENOSEGURO CIA. LTDA.,,"venta de llantas, repuestos , accesorios, herramientas, lubricantes, equipos, taller de servicios","Av.Juan Tanca Marengo Km 5,5",Guayaquil,Guayas,04 5004500,www.frenoseguro.com
Ecuador,Repuestos,GARNER ESPINOSA C.A.,,"REPRESENTANTES DE TURBO GARRETT, DELPHI DIESEL SYSTEMS, STANADYNE CORPORATION Y BOSCH DIESEL CENTER.",MATRIZ: Eloy Alfaro N73-22 y Calle 40 - Quito,Quito,Pichincha,280- 8408 / 247-7522 / 099830-244 / 096034-598,www.garner.com.ec
Ecuador,Repuestos,HIVIMAR CIA. LTDA,,Comercializacion de Repuestos Automotrices e Industriales,"MATRIZ: Avda. Juan Tanca Marengo Km. 2,5 y Agustín Freire",Guayaquil,Guayas,04 2681-100,www.hivimar.com
Ecuador,Repuestos,IMPORTADORA ALVARADO VASCONEZ CIA. LTDA.,,IMPORTACIÓN Y DISTRIBUCIÓN DE REPUESTOS AUTOMOTRICES.,Panamericana Norte Km 7 1/2 Via A Samanga,Ambato,Tungurahua,03 2997600,www.iav.com.ec
Ecuador,Repuestos,IMPORTADORA ECUATORIANA DIESEL C.A (IMPEDI),,IMPORTACION DE REPUESTOS PARA VEHICULOS SEMI-PESADOS Y PESADOS,Km 1.5 Via Duran Tambo Frente A Gasolinera Mobil- Duran,Guayaquil,Guayas,04 470980,http://www.impedi.com
Ecuador,Repuestos,IMPORTADORA TAY FU S.A. TAYFUSA,,"Importa y Comercializa llantas,tubos (Austone), repuestos (Bateria MAC, Ecuador )y lubricantes UBX, PDV, Total",Km1 Via a San Carlos Av. Guayaquil 1219,Quevedo,Los Ríos,05 2770636,
Ecuador,Repuestos,MANSUERA S.A.,,"VENTA AL POR MAYOR Y MENOR DE ACCESORIOS, PARTES Y PIEZAS DE VEHICULOS",Bellavista Oe 2-73 Y Panamericana Norte,Quito,Pichincha,1800626783,www.mansuera.com
Ecuador,Repuestos,PINTURAS CÓNDOR S.A.,,FABRICACIÓN Y COMERCIALIZACION DE PINTURAS Y AFINES,Cusubamba OE1-365 y Manglar Alto (Sector Guajaló) - Quito,Quito,Pichincha,1800266367,www.pinturascondor.com
Ecuador,Repuestos,PRODUCTOS METALURGICOS S.A. PROMESA,,Distribución al por mayor de Repuestos Automotrices y Lubricantes,Km. 5 1/2 vía a Daule,Guayaquil,Guayas,046-001000,www.promesa.com.ec
Ecuador,Repuestos,PROVEEDORA AUTOMOTRIZ S.A.C.I.,,"RECTIFICACION Y RECONSTRUCCION DE MOTORES,",Calle Los Arupos E1-26 y Av. Galo Plaza (Esquina),Quito,Pichincha,2485 189/ 3 947 - 910,www.proveedora-automotriz.com
Ecuador,Repuestos,RECTIFICADORA DEL VALLE CIA LTDA. RECTIVALLE,,Rectificación y reconstrucción de motores y venta de repuestos.,"Matriz: García Moreno 493 y Antonio Ante, Sangolqui",Quito,Pichincha,2331-180 2332-163 2335-685,www.rectivalle.com
Ecuador,Repuestos,ROADTRACK ECUADOR CIA. LTDA.,,Sistemas Telemáticos,Manuel Najas OE1-81 y Juan de Selis - Carcelen Alto,Quito,Pichincha,2991919,www.roadtrack.com
Ecuador,Repuestos,SEGUNDO ELOY CORRALES E HIJOS CIA. LTDA. SECOHI,,"IMPORTACION Y COMERCIALIZACION DE REPUESTOS AUTOMOTRICES, DIESEL, NEUMATICOS,",SUCURSAL 1: AV. MALDONADO Y PUJILI,Quito,Pichincha,2655 711 2655 712 2655 713,www.secohi.net
Ecuador,Repuestos,SERVIFRENO CIA. LTDA.,,VENTA DE REPUESTOS AUTOMOTRICES,MATRIZ: Panamericana Norte N67-103 y Los Ciruelos - Quito,Quito,Pichincha,022807711 / 022808095 / 02808179,www.servifreno.com
Ecuador,Repuestos,TECNOVA S.A.,,REPUESTOS AUTOMOTRICES,MATRIZ: AV. LAS MONJAS #10 Y CJ AROSEMENA - Guayaquil,Guayaquil,Guayas,042 - 204000,www.boschecuador.com
Ecuador,Repuestos,Importadora Davila,,Repuestos automotrices,Av. Domingo Rengifo N74-21 y Antonio Basantes / Carcelén Industrial,Quito,Pichincha,2474400 / 0969058229,www.importadoradavila.com
Ecuador,Repuestos,Logo Infamotor Web,,Repuestos automotrices,Av de las Americas y Cdla Adace frente al centro de convenciones de Guayaquil,Guayaquil,Guayas,04-2280551,www.infamotor.com
Ecuador,Neumaticos,ANTONIO PINO YCAZA CIA. LTDA.,,"IMPORTACIÓN DE LLANTAS, BATERIAS, REENCAUCHE",MATRIZ: Av. Juan Tanca Marengo 107 y Justino Cornejo,Guayaquil,Guayas,04 2284500,www.apy.com.ec
Ecuador,Neumaticos,BRIDGESTONE DE COLOMBIA S.A.,,COMERCIALIZACIÓN DE LLANTAS,MATRIZ: Av Calle 80 N.69-70 Bodega 11,Bogotá,,005 82418747611,www.bridgestone.com
Ecuador,Neumaticos,CEPSA S.A.,Volkswagen,"VENTA Y DISTRUBICION DE ACEITES LUBRICANTES, LLANTAS, VEHICULOS VW Y FILTROS",MATRIZ: Av. 6 de Diciembre N24-48 y Foch - Quito,Quito,Pichincha,2508-555 al 560,www.cepsa.com.ec
Ecuador,Neumaticos,COMERCIAL CISNEROS CIA. LTDA. IMPORTADORA KUMHO,,"VENTA AL POR MAYOR Y MENOR DE ACCESORIOS ,PARTES Y PIEZAS DE VEHICULOS",MATRIZ: AV. BOLIVARIANA ENTRE SANTA CRUZ Y LINEA FERREA,Ambato,Tungurahua,032414534 - 032851284 - 032852228,www.kumhotiresecuador.com
Ecuador,Neumaticos,CONAUTO C.A.,,Comercializadora de anexos al sector automotriz,"Av. de los Granados y Av. Simón Bolívar – vía a Nayón Edif. EkoPark torre # 2, 6 piso",Quito,Pichincha,3989600 / 2241555,www.conauto.com.ec
Ecuador,Neumaticos,CONTINENTAL TIRE ANDINA S.A.,,Producción y comercialización de neumáticos convencionales y radiales.,"SUCURSAL: Ave. de los Granados E11-67 y las Hiedras, Edificio Mazmotors, 3er piso.",Quito,Pichincha,6042290 / 6042291 / 6013300,www.continentaltire.com.ec
Ecuador,Neumaticos,"CORPORACIÓN MARESA (Manufacturas, Armadurías y Repuestos Ecuatorianos S.A.)",Mazda,Ensamblaje de vehículos marca Mazda.,"Oficinas corporativas: Av. Granados E11-67 y Las Hiedras, Edificio Corporación Maresa",Quito,Pichincha,3999500 (oficinas corporativas),www.corpmaresa.com.ec
Ecuador,Neumaticos,DISTRIBUIDORA LLANMAXXI DEL ECUADOR,,Venta al por mayor y menor de Llantas y accesorios para vehiculos y motos,"Octavio Chacon L-D y Camino a Patamarca - Sector Parque Industrial (ex centro de convenciones donde era antes Banco Austro, parqueadero, junto a la tienda)",Cuenca,Azuay,07-2871601,www.maxxisecuador.com
Ecuador,Neumaticos,DURALLANTA S.A.,,"Reencauche de llantas, venta de llantas nuevas marcas Bridgestone, Firestone, Sailun y lubricantes Terpel","MATRIZ: AV PANAMERICANA SUR KM 11, tras Supermercado Santa María Sector Guamanï",Quito,Pichincha,2691018 2691180 2690404,www.durallanta.com
Ecuador,Neumaticos,FRENOSEGURO CIA. LTDA.,,Importadores y distribuidores Hankook,"Av.Juan Tanca Marengo Km 5,5",Guayaquil,Guayas,04 5004500,www.frenoseguro.com
Ecuador,Neumaticos,GOODYEAR INTERNATIONAL CORPORATION,,Distribución y venta de llantas,Paul Rivet N30-54 y Jose Ortón,Quito,Pichincha,2542315,www.goodyear.com.ec
Ecuador,Neumaticos,HI PERFORMANCE CIA. LTDA.,,"Importación y venta de Llantas Hankook, Dunlop, Goodride, Aros de Magnesio y accesorios automotrices",MATRIZ: Av de la Prensa 616 y Papallacta - Quito,Quito,Pichincha,2465193 2825067 2269412,
Ecuador,Neumaticos,IMPORTADORA DOUBLE COIN,,Importadora de Llantas Double Coin,"Km2 Av. Samborondon-Edf, Xima Ofici.219",Samborondón,,046015884 0999618088,
Ecuador,Neumaticos,IMPORTADORA LARTIZCO S.A.,,Importadora Llantas y Tubos Linglong-Kapsen-Mastercraft,Sevilla 1-34 Entre Castellana y Av. España,Cuenca,Azuay,2860498-2809061-2806040,
Ecuador,Neumaticos,IMPORTADORA TAY FU S.A. TAYFUSA,,"Importa y Comercializa llantas,tubos (Austone), repuestos (Bateria MAC, Ecuador )y lubricantes UBX, PDV, Total",Km1 Via a San Carlos Av. Guayaquil 1219,Quevedo,Los Ríos,05 2770636,
Ecuador,Neumaticos,LLANTAS 247.COM / 247EC S.A.,,COMERCIALIZA LLANTAS Y TUBOS DE TODAS LAS MARCAS PLT,Av Occidental N50-241 Gasolinera Mobil El Pinar / Sabanilla Oe225/,Quito,Pichincha,2801959,
Ecuador,Neumaticos,MUKHI S.A.,,"Importa Llantas y tubos, Antyre, Fullrun, Altura-Camso-Maxstar",Via a Daule Km12 Calle Mangos y Alfa SL 8 -12 Lotización Industrias Inmaconsa,Guayaquil,Guayas,042103915-042103649,
Ecuador,Neumaticos,MICHELIN DEL ECUADOR S.A,,COMERCIALIZACIÓN DE LLANTAS MARCA MICHELIN Y BFGOODYEAR,MATRIZ: Av. Amazonas N21-252 y Carrión. Ed Londres piso 4,Quito,Pichincha,2221947 2561866 ext 2409,www.michelin.com
Ecuador,Neumaticos,PIRELLI PNEUS LTDA.,,Comercialización de neumáticos,Tomás Bermur 39-09 y Andres Caremo. Edificio Milano piso 1 (BATAN ALTO),Quito,Pichincha,,
Ecuador,Neumaticos,PROVIZCAINO S.A.,,Venta de Llantas y Tubos Double Star y Logista nacional e internacional,Calle Antis S/N y 9 de Agosto Esq. Calderón,Quito,Pichincha,2827784 2020931,www.si-logistica.com
Ecuador,Neumaticos,REJAPON S.A.,,"Importación de llantas y tubos marca Firestone, Petlas, Solideal, Samson",Av. De Los Granados E14-430 y Eloy Alfaro,Quito,Pichincha,2444-880 / 2259799,http://www.rejapon.com/
Ecuador,Neumaticos,SAIT SAMANIEGO ITURRALDE S.A,,Llantas y Tubos Goodyear,"MATRIZ: Unidad Nacional y Angel Subia, Latacunga. Frente a la fábrica Cedal",Latacunga,Cotopaxi,032660740 032805872,
Ecuador,Neumaticos,SEGUNDO ELOY CORRALES E HIJOS CIA. LTDA. SECOHI,,"IMPORTACION Y COMERCIALIZACION DE REPUESTOS AUTOMOTRICES, DIESEL, NEUMATICOS,",SUCURSAL 1: AV. MALDONADO Y PUJILI,Quito,Pichincha,2655 711 2655 712 2655 713,www.secohi.net
Ecuador,Neumaticos,SEMAYARI CIA. LTDA.,,LLANTAS – REENCAUCHE – BATERIAS – TALLERES,"LATACUNGA - AV. ELOY ALFARO #24-74, DIAGONAL AL TERMINAL TERRESTRE",Latacunga,Cotopaxi,032811364 / 032813478,
Ecuador,Neumaticos,SUMITOMO CORPORATION DEL ECUADOR S.A.,Mazda,IMPORTACION Y DISTRIUCIÓN DE NEUMÁTICOS SUMITOMO Y FALKEN. REPRESENTANTE DE MAZDA,"MATRIZ: Av. Amazonas 4080 y calle UNP, Edf. Puerta del Sol, Torre Oeste, piso 7",Quito,Pichincha,2432775,www.sumitomocorp.com
Ecuador,Neumaticos,TRACTOMAQ S.A.,,Importadora y comercialización de Neumáticos,"KM 9.5 Via a Daule, Parque Industrial Inmaconsa (Eucaliptos y Quinquelios)",Guayaquil,Guayas,04-2114495,
Ecuador,Neumaticos,Hd Tyres 1,,Importación y comercialización de neumáticos de bus y transporte pesado,"Mobil de Miravalle, Centro Comercial El Punto, oficina 2",Quito,Pichincha,0993689890 - 0994301811,
Ecuador,Neumaticos,Logo Infamotor Web,,Repuestos y accesorios,Av de las Americas y Cdla Adace frente al centro de convenciones - Guayaquil,Guayaquil,Guayas,04-2280551,www.infamotor.com
Ecuador,Motos,ALVAREZ BARBA S.A.,Bmw,COMERCIALIZACIÓN Y TALLER POSTVENTA DE AUTOS Y MOTOCICLETAS BMW Y PORSCHE,MATRIZ: AV. 10 DE AGOSTO N51-97 Y ALGARROBOS - Quito,Quito,Pichincha,02 2410760 02 2410761 02 2410762,www.bmw.com.ec
Ecuador,Motos,MOTOINDUSTRIA S.A.,,Fabrica de motocicletas marca TUKO,Cdla. Urb. Las Brisas Mz. 9B Bloque Lote 7a 2 Durán-Tambo,Guayaquil,Guayas,042811343 / 1800885632,
Ecuador,Motos,Mercandina,,Comercialización de motos,MIGUEL MORENO 4-1 y ROBERTO CRESPO TORAL,Cuenca,Azuay,0994111702,
Ecuador,Motos,Unnomot Grupo 1,,UNNOMOTORS S.A. Comercialización de motos,CALLE FELICISIMO VEGA N3-104 Y TNTE HUGO ORTIZ,Cuenca,Azuay,2779-551/ 582/ 610,https://motor-1.com
Ecuador,Motos,Juan Eljuri,,ALMACENES JUAN ELJURI CIA.LTDA.,AV. GIL RAMIREZ DAVALOS 5-32 Y ARMENILLAS,Cuenca,Azuay,074134720,https://eljuri.store
Ecuador,Motos,Motocon Factory,,MOTO CONCEPT MOTOCON S.A.S.,LAGOS DE BATAN,Cuenca,Azuay,0987945457,www.factorybike.com.ec
Ecuador,Motos,Comandato,,Comandato - Compañia de Comercio y Mandato S.A.,,,,,
Ecuador,Motos,Indumot Honda,Honda,Industrias Motorizadas Indumot S.A.,,,,,
Ecuador,Motos,Motsur,,Suramericana de Motores Motsur CIA. LTDA.,,,,,
Ecuador,Motos,Logo Cresa Retail,,Importadora y comercializadora de vehículos,Emilio Romero Número: Solar 2 Intersección: Av Benjamin Carrion Manzana: 120,Guayaquil,Guayas,42922660,https://www.linkedin.com/company/cresaretail/mycompany/
Ecuador,Motos,Logo Cresa Retial Ecuadmotors,,Importadora y comercializadora de vehículos,Av. España Número: 8-99 Intersección: Sevilla,Cuenca,Azuay,072807317 / 072860953,https://zongshenecuador.com/
Ecuador,Motos,Logo Indian Motos,,Importadora y comercializadora de vehículos,Av. Gran Colombia y Unidad Nacional,Cuenca,Azuay,0989863060,https://www.inmot.com.ec/conocenos
Ecuador,Motos,Logo Massline,,Importadora y comercializadora de vehículos,"Av Galo Plaza Lasso, Guasmo Norte Coop. 1ero de Marzo Mz. 2003 Solar 1",Cuenca,Azuay,042051605 / 042052635,www.shineray.com.ec
Ecuador,Taller,3M ECUADOR C.A,,"REPUESTOS Y ACCESORIOS, TALLER DE SERVICIOS Y COMPLEMENTOS PARA TALLERES DE COLISIÓN.","KM. 1,5 Via Duran Tambo (Durán)",Guayaquil,Guayas,04-3721800,www.3mcollision.com
Ecuador,Taller,AEKIA S.A.,Kia,"Importa vehículos, repuestos y talleres marca KIA MOTORS",Av. 10 de Agosto N31-162 y Mariana de Jesus,Quito,Pichincha,2548813,
Ecuador,Taller,ALVAREZ BARBA S.A.,Bmw,COMERCIALIZACIÓN Y TALLER POSTVENTA DE AUTOS Y MOTOCICLETAS BMW Y PORSCHE,MATRIZ: AV. 10 DE AGOSTO N51-97 Y ALGARROBOS - Quito,Quito,Pichincha,02 2410760 02 2410761 02 2410762,www.bmw.com.ec
Ecuador,Taller,AMBACAR CIA. LTDA.,Jmc,"VENTA DE GREAL WALL, CAMIONES JMC, REPUESTOS REAT WALL-JMC Y TALLERES Y SERVICIOS",MATRIZ: Av. Indoamerica km 1/2,Ambato,Tungurahua,1700 262 222,
Ecuador,Taller,AUTODELTA CIA. LTDA.,Nissan; Renault,"COMERCIALIZACIÓN DE VEHICULOS, TALLERES, REPUESTOS MARCAS: NISSAN, RENAULT",MATRIZ: AV 10 DE AGOSTO N44-197 Y EL INCA - Quito,Quito,Pichincha,2241774 - PBX 1800 130 130,www.autodelta.com.ec
Ecuador,Taller,AUTOLANDIA S.A.,Chevrolet,"COMERCIALIZACIÓN VEHÍCULOS, REPUESTOS Y TALLERES CHEVROLET",MATRIZ: AV. MARIANA DE JESUS OE3-283 Y AV. AMERICA,Quito,Pichincha,3202040 / Taller 2756412-2755413,
Ecuador,Taller,AUTOMEKANO CIA. LTDA.,,"Vehículos, repuestos y talleres marca UD TRUCKS, JCB, LEEBOY",MATRIZ: AV. INDOAMERICA Km. 1 - Ambato,Ambato,Tungurahua,032521559 - 032520000,www.automekano.com
Ecuador,Taller,AUTOMOTORES CONTINENTAL S.A.,Chevrolet,"COMERCIALIZACIÓN VEHÍCULOS, REPUESTOS Y TALLERES CHEVROLET",MATRIZ: Av. 10 de Agosto N45-266 y las Retamas (sector El Labrador) - Quito,Quito,Pichincha,1800-141414 /2416065 Gerencia,www.automotorescontinental.com.ec
Ecuador,Taller,AUTOMOTORES Y ANEXOS S.A. AYASA,Nissan; Renault,"VENTA DE VEHÍCULOS, REPUESTOS Y TALLERES NISSAN Y RENAULT .",MATRIZ: Av. Orellana E2-30 y Av. 10 de Agosto - Quito,Quito,Pichincha,3972800,www.nissan.com.ec / www.renault.ec
Ecuador,Taller,CENTRAL MOTORS S.A.,,"IMPORTADORA, COMERCIALIZADORA, VENTA DE REPUESTOS Y TALLERES MARCA TATA Y DAEWOO TRUCKS",10 de agosto N56-44 y Nicolás Urquiola,Quito,Pichincha,2405503/ 2402287/ 2406097/ 2405503,www.centralmotors.com.ec
Ecuador,Taller,COLUMBEC DEL ECUADOR S.A.,,EQUIPAMIENTO PARA PLANTAS Y TALLERES AUTOMOTRICES,Av. El Inca 2764 y 10 de Agosto - Quito,Quito,Pichincha,2442917 / 2447105 / 2435774 / 2447211 / 2447244,www.columbec.com
Ecuador,Taller,COMERCIAL HIDROBO S.A. HIDROCOM,,"Comercialización de Vehículos, repuestos, servicio de talleres (mantenimiento, enderezada y pintura)",Matriz: Avda. Mariano Acosta 20-120 y Lucio Tarquino Paez.,Ibarra,Imbabura,062631333/633/621/279/599/376,www.comhidrobo.com
Ecuador,Taller,ECUA - AUTO S.A.,,"Concesionario General Motors, venta de vehiculos nuevos y usados, repuestos, talleres",MATRIZ: Río Coca E8-73 y París - Quito,Quito,Pichincha,02-2272534 / 02-22628886 / 02-2262886,www.ecuaauto.com
Ecuador,Taller,ECUA - WAGEN S.A.,Volkswagen,"VENTA VEHICULOS SEMINUEVOS , REPUESTOS Y TALLERES VOLKSWAGEN",MATRIZ: AV.GRANADOS E12-20 Y COLIMES - Quito,Quito,Pichincha,2447410,www.ecua-wagen.com
Ecuador,Taller,FISUM S.A,Volkswagen,"Fabrica, Importa, Comercializa Vehículos Volkswagen Livianos y Camiones Volkswagen Man, repuestos y talleres marca",Av. Remigio Tamariz 1-62 y Av. Solano,Cuenca,Azuay,74078186,
Ecuador,Taller,FOTON DEL ECUADOR S.C.C.,Foton,"Importa y comercializa vehiculos camionetaas, todoterrero, camiones , buses FOTON, repuestos y accesorios FOTON y talleres de servicio.",Av. 10 de Agosto N 52-51 y Capitan Ramon Borja,Quito,Pichincha,3500136 / 2411929,
Ecuador,Taller,FRENOSEGURO CIA. LTDA.,,"venta de llantas, repuestos , accesorios, herramientas, lubricantes, equipos, taller de servicios","Av.Juan Tanca Marengo Km 5,5",Guayaquil,Guayas,04 5004500,www.frenoseguro.com
Ecuador,Taller,GM ISUZU CAMIONES ANDINOS DEL ECUADOR GMICA ECUADOR CIA LTDA,Chevrolet; Isuzu,"Buses, camiones, repuestos y talleres marca Chevrolet",Galo Plaza Lasso OE1-34 y Enrique Guerrero Portilla,Quito,Pichincha,2977700,
